Interaction_ID,Customer_ID,Product_ID,Interaction_Type,Timestamp,Session_ID,Search_Keyword,Category,Device,Time_Spent,Product_Viewed,Added_To_Wishlist,Added_To_Cart,Purchased,Rating_Given
INT_0028767,CUST_01967,PROD_00525,Purchase,2026-07-15 15:56:45,SESS_559373,,Accessories,Mobile Web,166,1,0,1,1,0
INT_0028768,CUST_01967,PROD_00525,Rating,2026-07-19 15:56:45,SESS_559373,,Accessories,Mobile Web,86,1,0,1,1,3
INT_0028769,CUST_01967,PROD_00520,View,2026-07-15 15:58:56,SESS_559373,,Accessories,Mobile Web,186,1,0,0,0,0
INT_0028770,CUST_02843,PROD_00453,Search,2026-03-18 09:44:35,SESS_910269,technology,Books,Tablet,25,0,0,0,0,0
INT_0028771,CUST_02843,PROD_00450,View,2026-03-18 09:45:07,SESS_910269,,Books,Tablet,179,1,0,0,0,0
INT_0028772,CUST_02843,PROD_00454,View,2026-03-18 09:46:59,SESS_910269,,Books,Tablet,129,1,0,0,0,0
INT_0028773,CUST_02843,PROD_00431,View,2026-03-18 09:49:04,SESS_910269,,Books,Tablet,190,1,0,0,0,0
INT_0028774,CUST_02843,PROD_00424,View,2026-03-18 09:49:34,SESS_910269,,Books,Tablet,210,1,0,0,0,0
INT_0028775,CUST_01071,PROD_00296,Search,2026-05-22 08:24:35,SESS_480372,cookware,Kitchen,Tablet,57,0,0,0,0,0
INT_0028776,CUST_01071,PROD_00325,View,2026-05-22 08:25:47,SESS_480372,,Kitchen,Tablet,89,1,0,0,0,0
INT_0028777,CUST_01071,PROD_00325,Wishlist,2026-05-22 08:25:47,SESS_480372,,Kitchen,Tablet,12,1,1,0,0,0
INT_0028778,CUST_01071,PROD_00315,View,2026-05-22 08:28:16,SESS_480372,,Kitchen,Tablet,145,1,0,0,0,0
INT_0028779,CUST_01071,PROD_00315,Cart,2026-05-22 08:28:16,SESS_480372,,Kitchen,Tablet,63,1,0,1,0,0
INT_0028780,CUST_01071,PROD_00310,View,2026-05-22 08:30:12,SESS_480372,,Kitchen,Tablet,181,1,0,0,0,0
INT_0028781,CUST_01016,PROD_00077,Search,2026-07-22 07:00:35,SESS_385266,mid-range,Mobiles,Tablet,21,0,0,0,0,0
INT_0028782,CUST_01016,PROD_00054,View,2026-07-22 07:02:20,SESS_385266,,Mobiles,Tablet,55,1,0,0,0,0
INT_0028783,CUST_01016,PROD_00054,Cart,2026-07-22 07:02:20,SESS_385266,,Mobiles,Tablet,32,1,0,1,0,0
INT_0028784,CUST_01016,PROD_00054,Purchase,2026-07-22 07:02:20,SESS_385266,,Mobiles,Tablet,128,1,0,1,1,0
INT_0028785,CUST_01016,PROD_00054,Rating,2026-07-24 07:02:20,SESS_385266,,Mobiles,Tablet,59,1,0,1,1,5
INT_0028786,CUST_01016,PROD_00535,Purchase,2026-07-22 07:02:20,SESS_385266,,Accessories,Tablet,104,1,0,1,1,0
INT_0028787,CUST_02848,PROD_00607,Search,2026-04-06 03:23:35,SESS_756820,personal,Personal Care,Mobile Web,16,0,0,0,0,0
INT_0028788,CUST_02848,PROD_00590,View,2026-04-06 03:24:20,SESS_756820,,Personal Care,Mobile Web,222,1,0,0,0,0
INT_0028789,CUST_02848,PROD_00609,View,2026-04-06 03:26:51,SESS_756820,,Personal Care,Mobile Web,187,1,0,0,0,0
INT_0028790,CUST_00054,PROD_00193,Search,2026-04-17 23:56:35,SESS_564596,sneakers,Footwear,Mobile App,39,0,0,0,0,0
INT_0028791,CUST_00054,PROD_00174,View,2026-04-17 23:57:09,SESS_564596,,Footwear,Mobile App,176,1,0,0,0,0
INT_0028792,CUST_00054,PROD_00179,View,2026-04-17 23:58:11,SESS_564596,,Footwear,Mobile App,53,1,0,0,0,0
INT_0028793,CUST_00054,PROD_00179,Wishlist,2026-04-17 23:58:11,SESS_564596,,Footwear,Mobile App,12,1,1,0,0,0
INT_0028794,CUST_00054,PROD_00186,View,2026-04-17 23:59:49,SESS_564596,,Footwear,Mobile App,151,1,0,0,0,0
INT_0028795,CUST_00352,PROD_00296,Search,2026-08-21 12:23:35,SESS_243177,storage & containers,Kitchen,Tablet,48,0,0,0,0,0
INT_0028796,CUST_00352,PROD_00310,View,2026-08-21 12:24:49,SESS_243177,,Kitchen,Tablet,103,1,0,0,0,0
INT_0028797,CUST_00352,PROD_00296,View,2026-08-21 12:26:10,SESS_243177,,Kitchen,Tablet,237,1,0,0,0,0
INT_0028798,CUST_00873,PROD_00067,Search,2026-06-22 09:38:35,SESS_559388,mid-range,Mobiles,Mobile App,31,0,0,0,0,0
INT_0028799,CUST_00873,PROD_00062,View,2026-06-22 09:41:18,SESS_559388,,Mobiles,Mobile App,171,1,0,0,0,0
INT_0028800,CUST_02249,PROD_00598,Search,2026-09-06 22:12:35,SESS_174793,care,Personal Care,Mobile App,46,0,0,0,0,0
INT_0028801,CUST_02249,PROD_00602,View,2026-09-06 22:14:02,SESS_174793,,Personal Care,Mobile App,85,1,0,0,0,0
INT_0028802,CUST_02249,PROD_00616,View,2026-09-06 22:14:51,SESS_174793,,Personal Care,Mobile App,92,1,0,0,0,0
INT_0028803,CUST_02530,PROD_00264,Search,2026-07-04 19:55:35,SESS_745944,lighting,Home,Mobile Web,20,0,0,0,0,0
INT_0028804,CUST_02530,PROD_00283,View,2026-07-04 19:57:00,SESS_745944,,Home,Mobile Web,119,1,0,0,0,0
INT_0028805,CUST_02530,PROD_00286,View,2026-07-04 19:58:50,SESS_745944,,Home,Mobile Web,202,1,0,0,0,0
INT_0028806,CUST_01562,PROD_00482,Search,2026-09-01 04:17:35,SESS_270308,gaming,Gaming,Tablet,40,0,0,0,0,0
INT_0028807,CUST_01562,PROD_00479,View,2026-09-01 04:19:30,SESS_270308,,Gaming,Tablet,142,1,0,0,0,0
INT_0028808,CUST_01562,PROD_00469,View,2026-09-01 04:22:02,SESS_270308,,Gaming,Tablet,202,1,0,0,0,0
INT_0028809,CUST_02670,PROD_00131,Search,2026-08-26 04:06:35,SESS_307635,winterwear,Fashion,Mobile Web,31,0,0,0,0,0
INT_0028810,CUST_02670,PROD_00157,View,2026-08-26 04:09:03,SESS_307635,,Fashion,Mobile Web,58,1,0,0,0,0
INT_0028811,CUST_01039,PROD_00192,Search,2026-06-29 22:53:35,SESS_689173,running shoes,Footwear,Mobile App,20,0,0,0,0,0
INT_0028812,CUST_01039,PROD_00198,View,2026-06-29 22:55:20,SESS_689173,,Footwear,Mobile App,99,1,0,0,0,0
INT_0028813,CUST_01039,PROD_00190,View,2026-06-29 22:58:10,SESS_689173,,Footwear,Mobile App,180,1,0,0,0,0
INT_0028814,CUST_01039,PROD_00190,Cart,2026-06-29 22:58:10,SESS_689173,,Footwear,Mobile App,85,1,0,1,0,0
INT_0028815,CUST_01039,PROD_00182,View,2026-06-29 23:00:25,SESS_689173,,Footwear,Mobile App,108,1,0,0,0,0
INT_0028816,CUST_01039,PROD_00169,View,2026-06-29 23:01:50,SESS_689173,,Footwear,Mobile App,228,1,0,0,0,0
INT_0028817,CUST_00646,PROD_00064,Search,2026-06-11 09:50:35,SESS_716449,mid-range,Mobiles,Tablet,40,0,0,0,0,0
INT_0028818,CUST_00646,PROD_00073,View,2026-06-11 09:52:42,SESS_716449,,Mobiles,Tablet,171,1,0,0,0,0
INT_0028819,CUST_00646,PROD_00073,Wishlist,2026-06-11 09:52:42,SESS_716449,,Mobiles,Tablet,22,1,1,0,0,0
INT_0028820,CUST_02792,PROD_00392,Search,2026-05-06 23:41:35,SESS_631323,outdoor sports,Sports,Desktop,21,0,0,0,0,0
INT_0028821,CUST_02792,PROD_00405,View,2026-05-06 23:43:53,SESS_631323,,Sports,Desktop,174,1,0,0,0,0
INT_0028822,CUST_02792,PROD_00405,Wishlist,2026-05-06 23:43:53,SESS_631323,,Sports,Desktop,9,1,1,0,0,0
INT_0028823,CUST_02792,PROD_00391,View,2026-05-06 23:44:33,SESS_631323,,Sports,Desktop,94,1,0,0,0,0
INT_0028824,CUST_00942,PROD_00476,Search,2026-04-10 06:32:35,SESS_953703,accessories,Gaming,Mobile Web,44,0,0,0,0,0
INT_0028825,CUST_00942,PROD_00500,View,2026-04-10 06:34:48,SESS_953703,,Gaming,Mobile Web,35,1,0,0,0,0
INT_0028826,CUST_00942,PROD_00483,View,2026-04-10 06:37:44,SESS_953703,,Gaming,Mobile Web,168,1,0,0,0,0
INT_0028827,CUST_00942,PROD_00483,Cart,2026-04-10 06:37:44,SESS_953703,,Gaming,Mobile Web,80,1,0,1,0,0
INT_0028828,CUST_00942,PROD_00483,Purchase,2026-04-10 06:37:44,SESS_953703,,Gaming,Mobile Web,107,1,0,1,1,0
INT_0028829,CUST_00942,PROD_00501,View,2026-04-10 06:40:41,SESS_953703,,Gaming,Mobile Web,122,1,0,0,0,0
INT_0028830,CUST_00942,PROD_00501,Wishlist,2026-04-10 06:40:41,SESS_953703,,Gaming,Mobile Web,13,1,1,0,0,0
INT_0028831,CUST_00700,PROD_00057,Search,2026-07-30 17:18:35,SESS_979640,budget,Mobiles,Tablet,40,0,0,0,0,0
INT_0028832,CUST_00700,PROD_00044,View,2026-07-30 17:19:22,SESS_979640,,Mobiles,Tablet,231,1,0,0,0,0
INT_0028833,CUST_00700,PROD_00044,Cart,2026-07-30 17:19:22,SESS_979640,,Mobiles,Tablet,62,1,0,1,0,0
INT_0028834,CUST_01769,PROD_00569,Search,2026-05-24 20:16:35,SESS_653328,grocery,Grocery,Mobile Web,34,0,0,0,0,0
INT_0028835,CUST_01769,PROD_00556,View,2026-05-24 20:19:14,SESS_653328,,Grocery,Mobile Web,123,1,0,0,0,0
INT_0028836,CUST_01928,PROD_00141,Search,2026-04-26 06:05:35,SESS_971520,fashion,Fashion,Mobile Web,43,0,0,0,0,0
INT_0028837,CUST_01928,PROD_00138,View,2026-04-26 06:06:06,SESS_971520,,Fashion,Mobile Web,69,1,0,0,0,0
INT_0028838,CUST_01928,PROD_00138,Cart,2026-04-26 06:06:06,SESS_971520,,Fashion,Mobile Web,21,1,0,1,0,0
INT_0028839,CUST_01928,PROD_00138,Purchase,2026-04-26 06:06:06,SESS_971520,,Fashion,Mobile Web,232,1,0,1,1,0
INT_0028840,CUST_01928,PROD_00138,Rating,2026-05-03 06:06:06,SESS_971520,,Fashion,Mobile Web,73,1,0,1,1,4
INT_0028841,CUST_01928,PROD_00137,View,2026-04-26 06:08:11,SESS_971520,,Fashion,Mobile Web,66,1,0,0,0,0
INT_0028842,CUST_01928,PROD_00137,Cart,2026-04-26 06:08:11,SESS_971520,,Fashion,Mobile Web,74,1,0,1,0,0
INT_0028843,CUST_01928,PROD_00153,View,2026-04-26 06:09:48,SESS_971520,,Fashion,Mobile Web,101,1,0,0,0,0
INT_0028844,CUST_01928,PROD_00153,Cart,2026-04-26 06:09:48,SESS_971520,,Fashion,Mobile Web,24,1,0,1,0,0
INT_0028845,CUST_01928,PROD_00153,Purchase,2026-04-26 06:09:48,SESS_971520,,Fashion,Mobile Web,291,1,0,1,1,0
INT_0028846,CUST_01928,PROD_00153,Rating,2026-05-03 06:09:48,SESS_971520,,Fashion,Mobile Web,62,1,0,1,1,4
INT_0028847,CUST_01928,PROD_00141,View,2026-04-26 06:12:02,SESS_971520,,Fashion,Mobile Web,52,1,0,0,0,0
INT_0028848,CUST_01531,PROD_00441,Search,2026-08-26 00:48:35,SESS_742990,books,Books,Mobile Web,46,0,0,0,0,0
INT_0028849,CUST_01531,PROD_00439,View,2026-08-26 00:49:10,SESS_742990,,Books,Mobile Web,29,1,0,0,0,0
INT_0028850,CUST_01947,PROD_00308,Search,2026-03-12 09:21:35,SESS_342272,kitchen,Kitchen,Desktop,44,0,0,0,0,0
INT_0028851,CUST_01947,PROD_00307,View,2026-03-12 09:23:01,SESS_342272,,Kitchen,Desktop,237,1,0,0,0,0
INT_0028852,CUST_01947,PROD_00303,View,2026-03-12 09:25:21,SESS_342272,,Kitchen,Desktop,226,1,0,0,0,0
INT_0028853,CUST_01947,PROD_00318,View,2026-03-12 09:27:34,SESS_342272,,Kitchen,Desktop,202,1,0,0,0,0
INT_0028854,CUST_01947,PROD_00301,View,2026-03-12 09:30:05,SESS_342272,,Kitchen,Desktop,180,1,0,0,0,0
INT_0028855,CUST_01947,PROD_00301,Cart,2026-03-12 09:30:05,SESS_342272,,Kitchen,Desktop,86,1,0,1,0,0
INT_0028856,CUST_01947,PROD_00301,Purchase,2026-03-12 09:30:05,SESS_342272,,Kitchen,Desktop,270,1,0,1,1,0
INT_0028857,CUST_01947,PROD_00301,Rating,2026-03-14 09:30:05,SESS_342272,,Kitchen,Desktop,80,1,0,1,1,4
INT_0028858,CUST_00922,PROD_00250,Search,2026-06-20 13:08:35,SESS_673859,beauty,Beauty,Tablet,15,0,0,0,0,0
INT_0028859,CUST_00922,PROD_00224,View,2026-06-20 13:09:44,SESS_673859,,Beauty,Tablet,78,1,0,0,0,0
INT_0028860,CUST_00922,PROD_00240,View,2026-06-20 13:12:06,SESS_673859,,Beauty,Tablet,210,1,0,0,0,0
INT_0028861,CUST_00922,PROD_00240,Cart,2026-06-20 13:12:06,SESS_673859,,Beauty,Tablet,46,1,0,1,0,0
INT_0028862,CUST_00922,PROD_00240,Purchase,2026-06-20 13:12:06,SESS_673859,,Beauty,Tablet,232,1,0,1,1,0
INT_0028863,CUST_00922,PROD_00240,Rating,2026-06-25 13:12:06,SESS_673859,,Beauty,Tablet,57,1,0,1,1,3
INT_0028864,CUST_02558,PROD_00171,Search,2026-09-03 22:10:35,SESS_795264,footwear,Footwear,Mobile App,57,0,0,0,0,0
INT_0028865,CUST_02558,PROD_00183,View,2026-09-03 22:11:17,SESS_795264,,Footwear,Mobile App,126,1,0,0,0,0
INT_0028866,CUST_02558,PROD_00183,Cart,2026-09-03 22:11:17,SESS_795264,,Footwear,Mobile App,20,1,0,1,0,0
INT_0028867,CUST_02558,PROD_00188,View,2026-09-03 22:13:39,SESS_795264,,Footwear,Mobile App,65,1,0,0,0,0
INT_0028868,CUST_02558,PROD_00188,Cart,2026-09-03 22:13:39,SESS_795264,,Footwear,Mobile App,28,1,0,1,0,0
INT_0028869,CUST_02558,PROD_00188,Purchase,2026-09-03 22:13:39,SESS_795264,,Footwear,Mobile App,98,1,0,1,1,0
INT_0028870,CUST_02558,PROD_00188,Rating,2026-09-08 22:13:39,SESS_795264,,Footwear,Mobile App,31,1,0,1,1,4
INT_0028871,CUST_02558,PROD_00208,View,2026-09-03 22:16:33,SESS_795264,,Footwear,Mobile App,170,1,0,0,0,0
INT_0028872,CUST_02558,PROD_00208,Wishlist,2026-09-03 22:16:33,SESS_795264,,Footwear,Mobile App,9,1,1,0,0,0
INT_0028873,CUST_02558,PROD_00208,Cart,2026-09-03 22:16:33,SESS_795264,,Footwear,Mobile App,37,1,1,1,0,0
INT_0028874,CUST_01682,PROD_00428,Search,2026-03-24 04:13:35,SESS_811427,books,Books,Mobile App,44,0,0,0,0,0
INT_0028875,CUST_01682,PROD_00424,View,2026-03-24 04:15:39,SESS_811427,,Books,Mobile App,22,1,0,0,0,0
INT_0028876,CUST_01682,PROD_00424,Wishlist,2026-03-24 04:15:39,SESS_811427,,Books,Mobile App,15,1,1,0,0,0
INT_0028877,CUST_01682,PROD_00442,View,2026-03-24 04:18:15,SESS_811427,,Books,Mobile App,86,1,0,0,0,0
INT_0028878,CUST_01682,PROD_00423,View,2026-03-24 04:20:25,SESS_811427,,Books,Mobile App,42,1,0,0,0,0
INT_0028879,CUST_02868,PROD_00374,Search,2026-06-21 17:39:35,SESS_311857,living room,Furniture,Tablet,59,0,0,0,0,0
INT_0028880,CUST_02868,PROD_00349,View,2026-06-21 17:41:03,SESS_311857,,Furniture,Tablet,202,1,0,0,0,0
INT_0028881,CUST_02868,PROD_00339,View,2026-06-21 17:42:12,SESS_311857,,Furniture,Tablet,203,1,0,0,0,0
INT_0028882,CUST_02868,PROD_00339,Cart,2026-06-21 17:42:12,SESS_311857,,Furniture,Tablet,41,1,0,1,0,0
INT_0028883,CUST_02868,PROD_00339,Purchase,2026-06-21 17:42:12,SESS_311857,,Furniture,Tablet,137,1,0,1,1,0
INT_0028884,CUST_00902,PROD_00049,Search,2026-06-17 07:30:35,SESS_504197,mobiles,Mobiles,Mobile App,24,0,0,0,0,0
INT_0028885,CUST_00902,PROD_00050,View,2026-06-17 07:33:06,SESS_504197,,Mobiles,Mobile App,229,1,0,0,0,0
INT_0028886,CUST_00902,PROD_00051,View,2026-06-17 07:35:51,SESS_504197,,Mobiles,Mobile App,186,1,0,0,0,0
INT_0028887,CUST_00902,PROD_00069,View,2026-06-17 07:38:27,SESS_504197,,Mobiles,Mobile App,148,1,0,0,0,0
INT_0028888,CUST_00928,PROD_00283,Search,2026-08-16 02:46:35,SESS_894584,decor,Home,Tablet,20,0,0,0,0,0
INT_0028889,CUST_00928,PROD_00255,View,2026-08-16 02:49:00,SESS_894584,,Home,Tablet,46,1,0,0,0,0
INT_0028890,CUST_00928,PROD_00273,View,2026-08-16 02:50:50,SESS_894584,,Home,Tablet,87,1,0,0,0,0
INT_0028891,CUST_00928,PROD_00273,Cart,2026-08-16 02:50:50,SESS_894584,,Home,Tablet,26,1,0,1,0,0
INT_0028892,CUST_00928,PROD_00273,Purchase,2026-08-16 02:50:50,SESS_894584,,Home,Tablet,239,1,0,1,1,0
INT_0028893,CUST_00928,PROD_00273,Rating,2026-08-23 02:50:50,SESS_894584,,Home,Tablet,54,1,0,1,1,3
INT_0028894,CUST_00928,PROD_00277,View,2026-08-16 02:53:17,SESS_894584,,Home,Tablet,110,1,0,0,0,0
INT_0028895,CUST_02269,PROD_00119,Search,2026-08-10 20:08:35,SESS_889272,student laptops,Laptops,Desktop,29,0,0,0,0,0
INT_0028896,CUST_02269,PROD_00089,View,2026-08-10 20:10:59,SESS_889272,,Laptops,Desktop,207,1,0,0,0,0
INT_0028897,CUST_00128,PROD_00224,Search,2026-05-19 05:51:35,SESS_294075,beauty,Beauty,Mobile App,17,0,0,0,0,0
INT_0028898,CUST_00128,PROD_00218,View,2026-05-19 05:53:10,SESS_294075,,Beauty,Mobile App,134,1,0,0,0,0
INT_0028899,CUST_02993,PROD_00277,Search,2026-03-17 06:26:35,SESS_442979,home,Home,Mobile App,15,0,0,0,0,0
INT_0028900,CUST_02993,PROD_00282,View,2026-03-17 06:27:34,SESS_442979,,Home,Mobile App,91,1,0,0,0,0
INT_0028901,CUST_02993,PROD_00282,Cart,2026-03-17 06:27:34,SESS_442979,,Home,Mobile App,59,1,0,1,0,0
INT_0028902,CUST_02993,PROD_00282,Purchase,2026-03-17 06:27:34,SESS_442979,,Home,Mobile App,78,1,0,1,1,0
INT_0028903,CUST_00063,PROD_00001,Search,2026-06-07 22:11:35,SESS_593753,wearables,Electronics,Desktop,59,0,0,0,0,0
INT_0028904,CUST_00063,PROD_00026,View,2026-06-07 22:12:18,SESS_593753,,Electronics,Desktop,63,1,0,0,0,0
INT_0028905,CUST_00063,PROD_00013,View,2026-06-07 22:14:37,SESS_593753,,Electronics,Desktop,203,1,0,0,0,0
INT_0028906,CUST_00063,PROD_00013,Wishlist,2026-06-07 22:14:37,SESS_593753,,Electronics,Desktop,8,1,1,0,0,0
INT_0028907,CUST_00063,PROD_00033,View,2026-06-07 22:16:40,SESS_593753,,Electronics,Desktop,198,1,0,0,0,0
INT_0028908,CUST_00063,PROD_00037,View,2026-06-07 22:19:23,SESS_593753,,Electronics,Desktop,67,1,0,0,0,0
INT_0028909,CUST_00063,PROD_00037,Cart,2026-06-07 22:19:23,SESS_593753,,Electronics,Desktop,62,1,0,1,0,0
INT_0028910,CUST_00063,PROD_00037,Purchase,2026-06-07 22:19:23,SESS_593753,,Electronics,Desktop,116,1,0,1,1,0
INT_0028911,CUST_01308,PROD_00130,Search,2026-08-02 23:53:35,SESS_334831,men's clothing,Fashion,Mobile Web,24,0,0,0,0,0
INT_0028912,CUST_01308,PROD_00164,View,2026-08-02 23:54:35,SESS_334831,,Fashion,Mobile Web,37,1,0,0,0,0
INT_0028913,CUST_01308,PROD_00153,View,2026-08-02 23:57:08,SESS_334831,,Fashion,Mobile Web,112,1,0,0,0,0
INT_0028914,CUST_01308,PROD_00134,View,2026-08-02 23:59:21,SESS_334831,,Fashion,Mobile Web,124,1,0,0,0,0
INT_0028915,CUST_01308,PROD_00134,Cart,2026-08-02 23:59:21,SESS_334831,,Fashion,Mobile Web,48,1,0,1,0,0
INT_0028916,CUST_01308,PROD_00134,Purchase,2026-08-02 23:59:21,SESS_334831,,Fashion,Mobile Web,140,1,0,1,1,0
INT_0028917,CUST_01308,PROD_00148,View,2026-08-02 23:59:56,SESS_334831,,Fashion,Mobile Web,184,1,0,0,0,0
INT_0028918,CUST_00077,PROD_00070,Search,2026-05-11 11:44:35,SESS_196804,mid-range,Mobiles,Desktop,32,0,0,0,0,0
INT_0028919,CUST_00077,PROD_00081,View,2026-05-11 11:46:28,SESS_196804,,Mobiles,Desktop,55,1,0,0,0,0
INT_0028920,CUST_00077,PROD_00061,View,2026-05-11 11:48:09,SESS_196804,,Mobiles,Desktop,98,1,0,0,0,0
INT_0028921,CUST_00077,PROD_00076,View,2026-05-11 11:51:06,SESS_196804,,Mobiles,Desktop,80,1,0,0,0,0
INT_0028922,CUST_01438,PROD_00380,Search,2026-07-13 21:05:35,SESS_975613,yoga,Sports,Desktop,27,0,0,0,0,0
INT_0028923,CUST_01438,PROD_00411,View,2026-07-13 21:06:31,SESS_975613,,Sports,Desktop,219,1,0,0,0,0
INT_0028924,CUST_01438,PROD_00411,Wishlist,2026-07-13 21:06:31,SESS_975613,,Sports,Desktop,25,1,1,0,0,0
INT_0028925,CUST_01438,PROD_00411,Cart,2026-07-13 21:06:31,SESS_975613,,Sports,Desktop,87,1,1,1,0,0
INT_0028926,CUST_01438,PROD_00411,Purchase,2026-07-13 21:06:31,SESS_975613,,Sports,Desktop,195,1,1,1,1,0
INT_0028927,CUST_01438,PROD_00399,View,2026-07-13 21:09:08,SESS_975613,,Sports,Desktop,65,1,0,0,0,0
INT_0028928,CUST_01438,PROD_00402,View,2026-07-13 21:11:04,SESS_975613,,Sports,Desktop,143,1,0,0,0,0
INT_0028929,CUST_01438,PROD_00402,Wishlist,2026-07-13 21:11:04,SESS_975613,,Sports,Desktop,16,1,1,0,0,0
INT_0028930,CUST_01438,PROD_00402,Cart,2026-07-13 21:11:04,SESS_975613,,Sports,Desktop,53,1,1,1,0,0
INT_0028931,CUST_01438,PROD_00402,Purchase,2026-07-13 21:11:04,SESS_975613,,Sports,Desktop,283,1,1,1,1,0
INT_0028932,CUST_02666,PROD_00185,Search,2026-05-08 07:29:35,SESS_965335,footwear,Footwear,Mobile App,42,0,0,0,0,0
INT_0028933,CUST_02666,PROD_00179,View,2026-05-08 07:30:59,SESS_965335,,Footwear,Mobile App,44,1,0,0,0,0
INT_0028934,CUST_02666,PROD_00179,Wishlist,2026-05-08 07:30:59,SESS_965335,,Footwear,Mobile App,27,1,1,0,0,0
INT_0028935,CUST_02666,PROD_00179,Cart,2026-05-08 07:30:59,SESS_965335,,Footwear,Mobile App,20,1,1,1,0,0
INT_0028936,CUST_00190,PROD_00004,Search,2026-04-19 11:35:35,SESS_410076,electronics,Electronics,Tablet,46,0,0,0,0,0
INT_0028937,CUST_00190,PROD_00023,View,2026-04-19 11:36:34,SESS_410076,,Electronics,Tablet,238,1,0,0,0,0
INT_0028938,CUST_00190,PROD_00023,Wishlist,2026-04-19 11:36:34,SESS_410076,,Electronics,Tablet,14,1,1,0,0,0
INT_0028939,CUST_00190,PROD_00023,Cart,2026-04-19 11:36:34,SESS_410076,,Electronics,Tablet,60,1,1,1,0,0
INT_0028940,CUST_00190,PROD_00042,View,2026-04-19 11:39:22,SESS_410076,,Electronics,Tablet,226,1,0,0,0,0
INT_0028941,CUST_00190,PROD_00002,View,2026-04-19 11:40:58,SESS_410076,,Electronics,Tablet,178,1,0,0,0,0
INT_0028942,CUST_00190,PROD_00002,Wishlist,2026-04-19 11:40:58,SESS_410076,,Electronics,Tablet,12,1,1,0,0,0
INT_0028943,CUST_00282,PROD_00363,Search,2026-08-05 05:49:35,SESS_943941,furniture,Furniture,Desktop,41,0,0,0,0,0
INT_0028944,CUST_00282,PROD_00358,View,2026-08-05 05:50:59,SESS_943941,,Furniture,Desktop,68,1,0,0,0,0
INT_0028945,CUST_00282,PROD_00366,View,2026-08-05 05:53:47,SESS_943941,,Furniture,Desktop,54,1,0,0,0,0
INT_0028946,CUST_00497,PROD_00160,Search,2026-05-31 07:20:35,SESS_641386,winterwear,Fashion,Tablet,27,0,0,0,0,0
INT_0028947,CUST_00497,PROD_00145,View,2026-05-31 07:22:03,SESS_641386,,Fashion,Tablet,160,1,0,0,0,0
INT_0028948,CUST_00497,PROD_00145,Wishlist,2026-05-31 07:22:03,SESS_641386,,Fashion,Tablet,9,1,1,0,0,0
INT_0028949,CUST_00497,PROD_00145,Cart,2026-05-31 07:22:03,SESS_641386,,Fashion,Tablet,21,1,1,1,0,0
INT_0028950,CUST_00497,PROD_00145,Purchase,2026-05-31 07:22:03,SESS_641386,,Fashion,Tablet,266,1,1,1,1,0
INT_0028951,CUST_00497,PROD_00145,Rating,2026-06-07 07:22:03,SESS_641386,,Fashion,Tablet,66,1,1,1,1,4
INT_0028952,CUST_00497,PROD_00127,View,2026-05-31 07:24:51,SESS_641386,,Fashion,Tablet,161,1,0,0,0,0
INT_0028953,CUST_00497,PROD_00127,Wishlist,2026-05-31 07:24:51,SESS_641386,,Fashion,Tablet,11,1,1,0,0,0
INT_0028954,CUST_00497,PROD_00164,View,2026-05-31 07:27:47,SESS_641386,,Fashion,Tablet,97,1,0,0,0,0
INT_0028955,CUST_02200,PROD_00128,Search,2026-04-09 05:51:35,SESS_821268,men's clothing,Fashion,Desktop,34,0,0,0,0,0
INT_0028956,CUST_02200,PROD_00163,View,2026-04-09 05:52:45,SESS_821268,,Fashion,Desktop,101,1,0,0,0,0
INT_0028957,CUST_02200,PROD_00163,Wishlist,2026-04-09 05:52:45,SESS_821268,,Fashion,Desktop,29,1,1,0,0,0
INT_0028958,CUST_02200,PROD_00163,Cart,2026-04-09 05:52:45,SESS_821268,,Fashion,Desktop,32,1,1,1,0,0
INT_0028959,CUST_02200,PROD_00135,View,2026-04-09 05:55:29,SESS_821268,,Fashion,Desktop,86,1,0,0,0,0
INT_0028960,CUST_02200,PROD_00135,Cart,2026-04-09 05:55:29,SESS_821268,,Fashion,Desktop,60,1,0,1,0,0
INT_0028961,CUST_02200,PROD_00135,Purchase,2026-04-09 05:55:29,SESS_821268,,Fashion,Desktop,200,1,0,1,1,0
INT_0028962,CUST_02200,PROD_00159,View,2026-04-09 05:57:33,SESS_821268,,Fashion,Desktop,216,1,0,0,0,0
INT_0028963,CUST_02200,PROD_00159,Cart,2026-04-09 05:57:33,SESS_821268,,Fashion,Desktop,80,1,0,1,0,0
INT_0028964,CUST_02200,PROD_00133,View,2026-04-09 05:59:53,SESS_821268,,Fashion,Desktop,164,1,0,0,0,0
INT_0028965,CUST_02858,PROD_00174,Search,2026-09-04 07:15:35,SESS_540641,running shoes,Footwear,Mobile App,51,0,0,0,0,0
INT_0028966,CUST_02858,PROD_00186,View,2026-09-04 07:16:33,SESS_540641,,Footwear,Mobile App,158,1,0,0,0,0
INT_0028967,CUST_02305,PROD_00144,Search,2026-04-05 23:29:35,SESS_171044,fashion,Fashion,Tablet,31,0,0,0,0,0
INT_0028968,CUST_02305,PROD_00128,View,2026-04-05 23:32:11,SESS_171044,,Fashion,Tablet,220,1,0,0,0,0
INT_0028969,CUST_02305,PROD_00128,Cart,2026-04-05 23:32:11,SESS_171044,,Fashion,Tablet,69,1,0,1,0,0
